"Emp ID","Name Prefix","First Name","Middle Initial","Last Name","Gender","E Mail","Father's Name","Mother's Name","Mother's Maiden Name","Date of Birth","Time of Birth","Age in Yrs.","Weight in Kgs.","Date of Joining","Quarter of Joining","Half of Joining","Year of Joining","Month of Joining","Month Name of Joining","Short Month","Day of Joining","DOW of Joining","Short DOW","Age in Company (Years)","Salary","Last % Hike","SSN","Phone No.","Place Name","County","City","State","Zip","Region","User Name","Password"
"937087","Mr.","Lynwood","X","Geier","M","lynwood.geier@yahoo.com","Marlon Geier","Jeanice Geier","Kidder","5/11/1972","08:27:31 AM","45.24","54","7/5/1996","Q3","H2","1996","7","July","Jul","5","Friday","Fri","21.08","88571","0%","375-37-9121","212-242-4719","Hartwick","Otsego","Hartwick","NY","13348","Northeast","lxgeier","WFCPz6|}5kyyy{%"
"987633","Hon.","Gordon","F","Deloach","M","gordon.deloach@aol.com","Trent Deloach","Nadine Deloach","Partin","10/22/1986","04:08:34 AM","30.79","72","3/29/2015","Q1","H1","2015","3","March","Mar","29","Sunday","Sun","2.33","179271","13%","010-94-7424","423-741-2845","Laconia","Fayette","Laconia","TN","38045","South","gfdeloach","CeLdNqb3]WB$$"
"820013","Hon.","Melvin","C","Shreve","M","melvin.shreve@aol.com","Herschel Shreve","Nilda Shreve","Ruth","3/4/1987","05:43:19 AM","30.42","51","6/25/2011","Q2","H1","2011","6","June","Jun","25","Saturday","Sat","6.1","195613","17%","415-99-5248","316-806-4287","Woodbine","Dickinson","Woodbine","KS","67492","Midwest","mcshreve","n@XP.s~j3T_zH"
"929851","Mr.","Rodolfo","X","Mcalpin","M","rodolfo.mcalpin@rediffmail.com","Caleb Mcalpin","Myriam Mcalpin","Cass","2/11/1972","10:07:17 PM","45.49","55","11/30/1999","Q4","H2","1999","11","November","Nov","30","Tuesday","Tue","17.67","161849","11%","559-99-4591","701-693-9267","Argusville","Cass","Argusville","ND","58005","Midwest","rxmcalpin","wHN@y@e<d"
"901617","Mrs.","Colby","B","Macneil","F","colby.macneil@walmart.com","Christian Macneil","Sang Macneil","Lomeli","2/14/1974","12:06:12 PM","43.48","46","3/10/2008","Q1","H1","2008","3","March","Mar","10","Monday","Mon","9.39","81366","25%","322-11-0653","480-860-4316","Phoenix","Maricopa","Phoenix","AZ","85063","West","cbmacneil","x03@z]gdj{"
"170511","Hon.","Cody","E","Deckard","M","cody.deckard@aol.com","Luigi Deckard","Frances Deckard","Groh","4/14/1987","06:08:44 AM","30.31","75","1/29/2017","Q1","H1","2017","1","January","Jan","29","Sunday","Sun","0.49","85968","13%","118-98-0109","201-408-3850","Baptistown","Hunterdon","Baptistown","NJ","8803","Northeast","cedeckard","jb8cI<\Uq?"
"533479","Ms.","Hildegarde","G","Bucci","F","hildegarde.bucci@hotmail.com","Horace Bucci","Dionne Bucci","Spring","10/31/1963","12:46:59 AM","53.78","46","12/3/1997","Q4","H2","1997","12","December","Dec","3","Wednesday","Wed","19.66","172699","0%","264-99-4264","803-626-4355","Clover","York","Clover","SC","29710","South","hgbucci","UGdJG8@v:"
"880067","Ms.","Viola","G","Wortham","F","viola.wortham@aol.com","Blake Wortham","Katharine Wortham","Croom","5/9/1976","12:13:14 PM","41.25","43","11/2/2007","Q4","H2","2007","11","November","Nov","2","Friday","Fri","9.74","160895","13%","263-99-8163","217-431-3613","Elvaston","Hancock","Elvaston","IL","62334","Midwest","vgwortham","nR8GBPngoy.JD"
"589381","Mr.","Wes","H","Mckibben","M","wes.mckibben@msn.com","Melvin Mckibben","Nga Mckibben","Mcniel","3/5/1977","05:12:38 PM","40.42","78","11/19/2006","Q4","H2","2006","11","November","Nov","19","Sunday","Sun","10.7","41139","8%","082-02-6721","385-991-4615","Clarkston","Cache","Clarkston","UT","84305","West","whmckibben","vz2gX.\QBh7"
"936429","Mr.","Ned","A","Stark","M","ned.stark@gmail.com","Shawn Stark","Corliss Stark","Knight","5/26/1971","09:15:50 AM","46.21","64","8/7/1994","Q3","H2","1994","8","August","Aug","7","Sunday","Sun","22.99","55903","6%","156-23-9968","212-868-1960","Croghan","Lewis","Croghan","NY","13327","Northeast","nastark","IV+#!\D*"
"748093","Mr.","Tory","K","Douglass","M","tory.douglass@hotmail.co.uk","Stacey Douglass","Antonia Douglass","Norvell","5/12/1976","03:00:16 AM","41.24","54","7/17/2011","Q3","H2","2011","7","July","Jul","17","Sunday","Sun","6.04","115118","8%","291-15-0200","201-787-0766","Branchville","Sussex","Branchville","NJ","7826","Northeast","tkdouglass","WihQ0}Se2bQCL+/"
"921337","Drs.","Diana","X","Hewlett","F","diana.hewlett@yahoo.com","Rupert Hewlett","Thi Hewlett","Albino","6/9/1968","07:27:12 AM","49.17","46","2/23/2004","Q1","H1","2004","2","February","Feb","23","Monday","Mon","13.44","176957","28%","517-49-6357","304-837-8074","Sugar Grove","Pendleton","Sugar Grove","WV","26815","South","dxhewlett","bCNrf?XSHFW:"
"410231","Prof.","Neal","F","Ragin","M","neal.ragin@earthlink.net","Eli Ragin","Elvera Ragin","Kepler","12/13/1988","03:50:26 PM","28.64","84","9/7/2010","Q3","H2","2010","9","September","Sep","7","Tuesday","Tue","6.89","182995","8%","424-65-3448","217-385-6757","Blandinsville","McDonough","Blandinsville","IL","61420","Midwest","nfragin","kr~fU{tnaOv;."
"973225","Mr.","Noah","Q","Delvalle","M","noah.delvalle@bellsouth.net","Darrel Delvalle","Kittie Delvalle","Newson","1/16/1967","04:11:29 PM","50.56","59","6/8/2000","Q2","H1","2000","6","June","Jun","8","Thursday","Thu","17.15","60222","10%","695-16-7313","228-223-1923","Perkinston","Stone","Perkinston","MS","39573","South","nqdelvalle","wlFsR<DY:"
"584103","Prof.","Gary","S","Corpuz","M","gary.corpuz@gmail.com","Darrin Corpuz","Filomena Corpuz","Fortier","5/29/1996","01:22:04 PM","21.18","69","6/1/2017","Q2","H1","2017","6","June","Jun","1","Thursday","Thu","0.16","132514","29%","405-73-7567","212-642-9820","Averill Park","Rensselaer","Averill Park","NY","12018","Northeast","gscorpuz","Q]ua}F8jVBuULU"
"907449","Mr.","Arnold","Z","Drain","M","arnold.drain@yahoo.com","Prince Drain","Tania Drain","Stenson","8/29/1980","09:30:33 PM","36.94","79","7/5/2006","Q3","H2","2006","7","July","Jul","5","Wednesday","Wed","11.07","73714","2%","600-99-4003","505-923-9251","Newcomb","San Juan","Newcomb","NM","87455","West","azdrain","L+qhdq_04i"
"409425","Ms.","Meta","C","Rackley","F","meta.rackley@charter.net","Clement Rackley","Hae Rackley","Ball","10/18/1978","04:59:30 PM","38.8","49","5/18/2001","Q2","H1","2001","5","May","May","18","Friday","Fri","16.21","92058","0%","045-15-3302","319-598-6590","Crawfordsville","Washington","Crawfordsville","IA","52621","Midwest","mcrackley","uMoW1]C}!WOp6T"
"600373","Ms.","Ching","V","Lunn","F","ching.lunn@yahoo.ca","Fermin Lunn","Heide Lunn","Blakley","4/19/1987","01:53:02 AM","30.3","43","4/18/2008","Q2","H1","2008","4","April","Apr","18","Friday","Fri","9.28","95482","10%","547-99-6782","319-821-2497","Grand Junction","Greene","Grand Junction","IA","50107","Midwest","cvlunn","mN:7^/|9!}K"
"772917","Mrs.","Jalisa","K","Nilsson","F","jalisa.nilsson@microsoft.com","Sean Nilsson","Bridget Nilsson","Mcguigan","10/9/1994","06:20:49 AM","22.82","53","2/26/2017","Q1","H1","2017","2","February","Feb","26","Sunday","Sun","0.42","49381","26%","695-16-4834","304-525-6248","Lake","Logan","Lake","WV","25121","South","jknilsson","d]NjW[u$+ppH;m"
"408009","Ms.","Caitlyn","B","Lanier","F","caitlyn.lanier@gmail.com","Jeffrey Lanier","Kayce Lanier","Jacobson","11/21/1966","09:01:49 AM","50.72","44","10/10/1995","Q4","H2","1995","10","October","Oct","10","Tuesday","Tue","21.81","85173","18%","765-27-2879","303-755-7979","Colorado Springs","El Paso","Colorado Springs","CO","80970","West","cblanier","rmP_@Dedmv6"
"989007","Mrs.","Hettie","S","Barksdale","F","hettie.barksdale@yahoo.co.uk","Yong Barksdale","Lavada Barksdale","Coles","6/13/1970","05:44:31 AM","47.16","50","7/3/2001","Q3","H2","2001","7","July","Jul","3","Tuesday","Tue","16.08","115328","13%","087-02-0496","239-442-1315","New Port Richey","Pasco","New Port Richey","FL","34654","South","hsbarksdale","F|CrqlR{qy:"
"769099","Mr.","Kirk","H","Ruggiero","M","kirk.ruggiero@gmail.com","Gustavo Ruggiero","Francis Ruggiero","Alberto","6/16/1961","10:48:55 PM","56.15","80","12/19/1989","Q4","H2","1989","12","December","Dec","19","Tuesday","Tue","27.62","199203","4%","401-73-6493","252-404-0664","Albertson","Duplin","Albertson","NC","28508","South","khruggiero","Fkgj</9hL9]WJ"
"196399","Mr.","Michel","H","Driver","M","michel.driver@yahoo.com","Cleo Driver","Gaynell Driver","Steinman","6/2/1962","12:49:21 PM","55.19","54","5/30/1991","Q2","H1","1991","5","May","May","30","Thursday","Thu","26.18","127229","29%","214-91-7866","209-528-3948","Daggett","San Bernardino","Daggett","CA","92327","West","mhdriver","kA\C._84XKujq&>"
"144747","Prof.","Gregg","M","Kellar","M","gregg.kellar@ntlworld.com","Coleman Kellar","Rosario Kellar","Aguero","9/30/1975","05:29:30 PM","41.85","83","11/11/2013","Q4","H2","2013","11","November","Nov","11","Monday","Mon","3.71","117952","7%","244-99-5527","240-347-6602","Snow Hill","Worcester","Snow Hill","MD","21863","South","gmkellar","Z7U{ii}[f$$<*}/"
"714817","Hon.","Misty","U","Whiteman","F","misty.whiteman@gmail.com","Fermin Whiteman","Eddie Whiteman","Salo","4/19/1973","12:23:29 AM","44.3","43","9/23/2010","Q3","H2","2010","9","September","Sep","23","Thursday","Thu","6.85","100740","28%","383-37-5788","218-956-4841","Minneapolis","Hennepin","Minneapolis","MN","55474","Midwest","muwhiteman","wj}j_?s_G}gtfF/"
"596307","Ms.","Thora","L","Gerard","F","thora.gerard@aol.com","Edward Gerard","Mitzie Gerard","Chesser","2/20/1990","06:26:17 PM","27.45","53","6/21/2014","Q2","H1","2014","6","June","Jun","21","Saturday","Sat","3.1","193618","4%","543-81-9502","270-271-9519","Defoe","Defoe","Defoe","KY","40017","South","tlgerard","7TteqY|G-&*omJ."
"493231","Ms.","Enda","F","Christianson","F","enda.christianson@yahoo.com","Jesse Christianson","Dona Christianson","Shoffner","9/1/1984","04:51:40 AM","32.93","59","9/9/2007","Q3","H2","2007","9","September","Sep","9","Sunday","Sun","9.89","142437","19%","160-86-2392","219-765-0663","Lucerne","Cass","Lucerne","IN","46950","Midwest","efchristianson","on[0uK1+7e/O"
"122719","Mr.","Stacy","J","Diorio","M","stacy.diorio@yahoo.co.uk","Michale Diorio","Laveta Diorio","Riordan","9/20/1983","07:18:59 PM","33.88","61","2/2/2012","Q1","H1","2012","2","February","Feb","2","Thursday","Thu","5.49","43625","12%","089-02-8588","605-382-8055","Belle Fourche","Butte","Belle Fourche","SD","57717","Midwest","sjdiorio","vC]opFDxVO#Ao"
"592409","Mrs.","Neta","Z","Sturgeon","F","neta.sturgeon@aol.com","Parker Sturgeon","Davida Sturgeon","Gile","10/24/1967","12:29:49 PM","49.79","46","3/10/1995","Q1","H1","1995","3","March","Mar","10","Friday","Fri","22.4","65454","10%","453-99-8380","505-443-6447","Espanola","Rio Arriba","Espanola","NM","87532","West","nzsturgeon","PJuaZn5/Gm.4"
"433095","Mr.","Harlan","G","Wyckoff","M","harlan.wyckoff@gmail.com","Dave Wyckoff","Natasha Wyckoff","Shockey","9/2/1962","05:32:55 AM","54.94","66","5/6/2008","Q2","H1","2008","5","May","May","6","Tuesday","Tue","9.23","73994","0%","240-99-6446","210-594-1949","La Salle","Jackson","La Salle","TX","77969","South","hgwyckoff","g^UD1~vGpO/m1t"
"740845","Mrs.","Jody","G","Battista","F","jody.battista@yahoo.co.in","Gregorio Battista","Meredith Battista","Thigpen","12/20/1992","10:03:54 PM","24.62","46","4/3/2016","Q2","H1","2016","4","April","Apr","3","Sunday","Sun","1.32","47739","20%","442-29-2432","240-595-8018","Baltimore","Baltimore (city)","Baltimore","MD","21281","South","jgbattista","X#@Uvsr}a!R;R"
"272617","Mr.","Herman","T","Lamont","M","herman.lamont@gmail.com","Jacques Lamont","Almeta Lamont","Jasso","2/14/1961","09:02:15 AM","56.49","82","9/8/1999","Q3","H2","1999","9","September","Sep","8","Wednesday","Wed","17.9","118410","18%","290-15-1824","225-255-5313","Marrero","Jefferson","Marrero","LA","70072","South","htlamont","GEPpak6x+i"
"478895","Mr.","Antony","X","Hull","M","antony.hull@hotmail.com","Lance Hull","Olga Hull","Wellman","1/2/1993","07:36:10 PM","24.58","88","6/20/2017","Q2","H1","2017","6","June","Jun","20","Tuesday","Tue","0.1","120686","11%","100-02-1025","304-665-9377","Pence Springs","Summers","Pence Springs","WV","24962","South","axhull","Sb:^f5}H}/lqna"
"288611","Mrs.","Elisha","B","Vigil","F","elisha.vigil@yahoo.co.in","Morton Vigil","Larita Vigil","Ha","1/21/1970","06:02:13 PM","47.55","58","5/11/2000","Q2","H1","2000","5","May","May","11","Thursday","Thu","17.22","180996","19%","761-12-0958","215-796-2061","Port Allegany","McKean","Port Allegany","PA","16743","Northeast","ebvigil","FAUF{%#Jw|v0Z"
"184929","Mr.","Maximo","O","Ison","M","maximo.ison@hotmail.com","Kris Ison","Shalonda Ison","Barnhart","2/4/1995","10:56:42 AM","22.49","83","5/17/2016","Q2","H1","2016","5","May","May","17","Tuesday","Tue","1.2","68651","28%","243-99-9448","209-719-5412","South Lake Tahoe","El Dorado","South Lake Tahoe","CA","96155","West","moison","Nq;-;k92e1i"
"686241","Mr.","Emerson","F","Bassett","M","emerson.bassett@hotmail.com","Lonny Bassett","Carlena Bassett","Sollars","8/10/1985","12:05:49 PM","31.99","71","4/15/2008","Q2","H1","2008","4","April","Apr","15","Tuesday","Tue","9.29","189933","24%","357-08-2720","215-949-8094","Coulters","Allegheny","Coulters","PA","15028","Northeast","efbassett","Y~_aAp{p"
"555949","Mr.","Marcellus","W","Mccaffrey","M","marcellus.mccaffrey@msn.com","Dan Mccaffrey","Leora Mccaffrey","Alton","11/7/1988","03:08:00 PM","28.74","80","3/30/2011","Q1","H1","2011","3","March","Mar","30","Wednesday","Wed","6.33","183345","4%","036-74-8787","212-915-4290","La Fayette","Onondaga","La Fayette","NY","13084","Northeast","mwmccaffrey","dtnt[l$*SP.7Vyd"
"471847","Mrs.","Francisco","X","Natal","F","francisco.natal@aol.com","Wm Natal","Linh Natal","Cepeda","12/19/1978","11:55:29 PM","38.63","45","5/30/2009","Q2","H1","2009","5","May","May","30","Saturday","Sat","8.17","120121","18%","415-99-5677","423-698-9658","Memphis","Shelby","Memphis","TN","38127","South","fxnatal","jEiVdv{C"
"989007","Mr.","Carol","T","London","M","carol.london@yahoo.com","Graig London","Venetta London","Linn","1/22/1964","01:50:31 PM","53.55","60","12/7/1990","Q4","H2","1990","12","December","Dec","7","Friday","Fri","26.66","64957","0%","373-37-3948","209-788-7669","Crockett","Contra Costa","Crockett","CA","94525","West","ctlondon","bST/NeYd8c%I"
"403509","Mrs.","Rosalie","R","Horsley","F","rosalie.horsley@gmail.com","Clair Horsley","Hyun Horsley","Harvell","1/6/1990","11:27:48 PM","27.58","45","3/7/2014","Q1","H1","2014","3","March","Mar","7","Friday","Fri","3.39","52858","2%","223-99-3360","236-946-6461","Ripplemead","Giles","Ripplemead","VA","24150","South","rrhorsley","Fh}:B:VhjeD"
"247189","Hon.","Fae","D","Mask","F","fae.mask@gmail.com","Luigi Mask","Marisha Mask","Minnick","6/18/1974","03:11:16 PM","43.14","52","10/6/2007","Q4","H2","2007","10","October","Oct","6","Saturday","Sat","9.82","136313","14%","099-02-3491","262-926-8869","Lublin","Taylor","Lublin","WI","54447","Midwest","fdmask","s[k-XMENJ#Fh"
"889707","Ms.","Lan","T","Huertas","F","lan.huertas@gmail.com","Kurtis Huertas","Malinda Huertas","Pascual","11/20/1965","12:30:34 AM","51.72","56","7/10/1997","Q3","H2","1997","7","July","Jul","10","Thursday","Thu","20.06","107191","3%","680-31-5874","202-306-6935","Washington","Washington","Washington","DC","20529","South","lthuertas","p0u~xAh:vrmZH"
"942075","Mrs.","Kyla","M","Haywood","F","kyla.haywood@gmail.com","Ali Haywood","Hyun Haywood","Parrott","11/17/1983","02:25:38 AM","33.72","56","2/18/2009","Q1","H1","2009","2","February","Feb","18","Wednesday","Wed","8.44","56900","25%","679-20-5620","231-732-0303","Lake Leelanau","Leelanau","Lake Leelanau","MI","49653","Midwest","kmhaywood","s{}QD|{~C*R&YS}"
"662907","Mr.","Leland","N","Sage","M","leland.sage@gmail.com","Kareem Sage","Aimee Sage","Santillan","2/23/1991","11:52:45 AM","26.44","84","4/5/2017","Q2","H1","2017","4","April","Apr","5","Wednesday","Wed","0.31","79843","12%","227-99-7701","210-348-1314","Burton","Washington","Burton","TX","77835","South","lnsage","UB_+NHNFpB"
"134915","Mr.","Guadalupe","R","Fredette","M","guadalupe.fredette@hotmail.com","Kyle Fredette","Joie Fredette","Carlson","10/6/1994","07:58:41 PM","22.82","71","4/7/2017","Q2","H1","2017","4","April","Apr","7","Friday","Fri","0.31","147745","11%","186-86-8132","339-492-6069","Arlington","Middlesex","Arlington","MA","2474","Northeast","grfredette","b.JRq-CPueubkj"
"116973","Mr.","Jerrell","H","Wall","M","jerrell.wall@ibm.com","Darryl Wall","Jeanmarie Wall","Prentiss","11/9/1973","02:03:05 AM","43.75","73","7/14/2002","Q3","H2","2002","7","July","Jul","14","Sunday","Sun","15.05","55149","12%","544-81-7656","803-349-2737","Rembert","Sumter","Rembert","SC","29128","South","jhwall","uP4H~d0.wa3y"
"228847","Dr.","Fausto","F","Cantu","M","fausto.cantu@gmail.com","Renaldo Cantu","Marjory Cantu","Groves","6/8/1983","07:22:27 PM","34.16","76","8/29/2010","Q3","H2","2010","8","August","Aug","29","Sunday","Sun","6.92","73040","29%","187-86-4233","605-321-5484","Batesland","Shannon","Batesland","SD","57716","Midwest","ffcantu","ZFz-ekc^$IQ+"
"439925","Prof.","Daren","Q","Sallee","M","daren.sallee@bellsouth.net","Delbert Sallee","Collen Sallee","Mckinzie","11/30/1986","12:48:57 PM","30.68","57","1/8/2017","Q1","H1","2017","1","January","Jan","8","Sunday","Sun","0.55","130820","9%","380-37-3284","210-954-5039","Houston","Harris","Houston","TX","77091","South","dqsallee","efkO&i]\Ilq+{"
"774229","Mr.","Scottie","W","Whittaker","M","scottie.whittaker@cox.net","Sal Whittaker","Khalilah Whittaker","Delgadillo","11/26/1972","03:58:49 PM","44.7","71","8/2/2009","Q3","H2","2009","8","August","Aug","2","Sunday","Sun","7.99","176962","3%","412-99-0031","479-245-9512","Fulton","Hempstead","Fulton","AR","71838","South","swwhittaker","6D+gzDjv^"
"690153","Mr.","Haywood","A","Hazlett","M","haywood.hazlett@apple.com","Abraham Hazlett","Edward Hazlett","Bybee","7/11/1985","05:13:18 PM","32.07","85","7/11/2010","Q3","H2","2010","7","July","Jul","11","Sunday","Sun","7.05","156525","3%","680-31-7872","215-562-3004","Easton","Northampton","Easton","PA","18045","Northeast","hahazlett","ELLolN?."
"899629","Mr.","Burt","U","Hollingshead","M","burt.hollingshead@gmail.com","Jake Hollingshead","Carita Hollingshead","Fitzhugh","8/27/1984","10:41:57 AM","32.94","77","7/3/2012","Q3","H2","2012","7","July","Jul","3","Tuesday","Tue","5.07","137541","28%","350-08-4543","205-884-1426","Jacksonville","Calhoun","Jacksonville","AL","36265","South","buhollingshead","VmCzXmFDtcJ"
"839723","Ms.","Susana","G","Matthews","F","susana.matthews@gmail.com","Asa Matthews","Shavon Matthews","Spicer","3/24/1967","04:53:20 AM","50.38","58","2/5/2002","Q1","H1","2002","2","February","Feb","5","Tuesday","Tue","15.48","166827","13%","085-02-9295","319-574-3152","Agency","Wapello","Agency","IA","52530","Midwest","sgmatthews","l#*lvuQQ_z"
"147207","Mr.","Brent","H","Mercurio","M","brent.mercurio@apple.com","Dorian Mercurio","Marlen Mercurio","Matz","6/23/1977","03:35:06 AM","40.12","67","6/8/2016","Q2","H1","2016","6","June","Jun","8","Wednesday","Wed","1.14","151969","28%","702-18-9542","314-455-8959","Climax Springs","Camden","Climax Springs","MO","65324","Midwest","bhmercurio","Jpu3iMo]X$C"
"563675","Mr.","Danial","Y","Wiser","M","danial.wiser@aol.com","Joshua Wiser","Marchelle Wiser","Wilks","2/19/1995","12:24:36 PM","22.45","87","4/28/2016","Q2","H1","2016","4","April","Apr","28","Thursday","Thu","1.25","167548","17%","289-15-4025","212-737-4284","Pierrepont Manor","Jefferson","Pierrepont Manor","NY","13674","Northeast","dywiser","Zo%G&XnWFXd"
"241951","Hon.","Bernardo","C","Mcmillin","M","bernardo.mcmillin@hotmail.co.uk","Trent Mcmillin","Edris Mcmillin","Bilodeau","12/8/1969","06:45:27 PM","47.67","61","5/2/2000","Q2","H1","2000","5","May","May","2","Tuesday","Tue","17.25","117792","29%","690-22-9692","210-372-1875","Mabank","Kaufman","Mabank","TX","75147","South","bcmcmillin","77mg?>fY!{kl"
"226809","Ms.","Manuela","U","Gibson","F","manuela.gibson@yahoo.com","Loren Gibson","Angelic Gibson","Moffett","9/8/1967","09:24:41 AM","49.92","58","11/10/2015","Q4","H2","2015","11","November","Nov","10","Tuesday","Tue","1.72","173993","6%","352-08-0289","206-234-4865","Tacoma","Pierce","Tacoma","WA","98460","West","mugibson","RSq#Xho."
"549045","Mr.","Michal","Y","Mcmurry","M","michal.mcmurry@yahoo.com","Shayne Mcmurry","Bruna Mcmurry","Hutson","10/8/1985","11:16:45 AM","31.82","83","8/13/2007","Q3","H2","2007","8","August","Aug","13","Monday","Mon","9.96","181829","0%","693-16-7000","219-346-1241","Talbot","Benton","Talbot","IN","47984","Midwest","mymcmurry","N]i?_W21Nv;BV"
"938677","Mrs.","Maurine","U","Trail","F","maurine.trail@yahoo.com","Antione Trail","Mariam Trail","Thomasson","9/9/1970","06:02:02 AM","46.92","53","8/12/2011","Q3","H2","2011","8","August","Aug","12","Friday","Fri","5.96","160967","12%","547-99-8709","480-609-1763","Apache Junction","Pinal","Apache Junction","AZ","85218","West","mutrail","fS^!U5q[D]bw"
"744431","Ms.","Macie","X","Trejo","F","macie.trejo@hotmail.co.uk","Margarito Trejo","Kaila Trejo","Duran","10/30/1980","03:25:11 AM","36.77","52","12/7/2001","Q4","H2","2001","12","December","Dec","7","Friday","Fri","15.65","80201","10%","181-86-7736","209-272-9841","Chualar","Monterey","Chualar","CA","93925","West","mxtrejo","4{U{{_U<wdTe"
"331413","Ms.","Arminda","K","Mcgehee","F","arminda.mcgehee@hotmail.co.uk","Jae Mcgehee","Tangela Mcgehee","Bade","2/2/1993","10:50:10 AM","24.5","58","9/26/2015","Q3","H2","2015","9","September","Sep","26","Saturday","Sat","1.84","133544","11%","650-62-1789","239-733-7343","Silver Springs","Marion","Silver Springs","FL","34489","South","akmcgehee","jpLGCzF~iE"
"317439","Mrs.","Destiny","V","Delarosa","F","destiny.delarosa@earthlink.net","Man Delarosa","Ursula Delarosa","Kirkland","7/26/1983","10:21:00 AM","34.03","47","8/11/2014","Q3","H2","2014","8","August","Aug","11","Monday","Mon","2.96","94573","5%","315-35-0499","219-485-5137","Lewisville","Henry","Lewisville","IN","47352","Midwest","dvdelarosa","sJeYD_<6"
"304351","Dr.","Perry","A","Stripling","M","perry.stripling@aol.com","Wm Stripling","Carola Stripling","Goode","8/2/1961","05:56:57 AM","56.02","79","7/27/1987","Q3","H2","1987","7","July","Jul","27","Monday","Mon","30.02","141563","4%","324-11-8239","209-788-4813","Lewiston","Trinity","Lewiston","CA","96052","West","pastripling","bbY3+2iEvY"
"203253","Prof.","Malcom","V","Sipe","M","malcom.sipe@yahoo.ca","Bryon Sipe","Twana Sipe","Mauricio","8/2/1973","11:51:34 PM","44.02","70","3/25/2002","Q1","H1","2002","3","March","Mar","25","Monday","Mon","15.35","155748","22%","700-18-7843","219-346-7937","La Porte","LaPorte","La Porte","IN","46350","Midwest","mvsipe","c;236$9wQU"
"683211","Mr.","Brock","A","Moyers","M","brock.moyers@outlook.com","Cruz Moyers","Roseline Moyers","Rothman","4/13/1984","02:47:14 PM","33.31","71","11/28/2014","Q4","H2","2014","11","November","Nov","28","Friday","Fri","2.67","180442","3%","252-99-7782","385-760-2196","Sterling","Sanpete","Sterling","UT","84665","West","bamoyers","USs/mS/#ewW0"
"417253","Mrs.","Dorinda","S","Ange","F","dorinda.ange@gmail.com","Alex Ange","Terra Ange","Detwiler","2/11/1990","05:12:34 AM","27.48","42","6/13/2016","Q2","H1","2016","6","June","Jun","13","Monday","Mon","1.12","145216","12%","109-98-7308","479-906-9385","Springdale","Washington","Springdale","AR","72762","South","dsange","GU3?iyr/JFn$"
"252845","Mrs.","Annamae","I","Kinsella","F","annamae.kinsella@gmail.com","Ismael Kinsella","Chantelle Kinsella","Sargent","2/10/1994","07:44:29 AM","23.48","56","3/31/2016","Q1","H1","2016","3","March","Mar","31","Thursday","Thu","1.33","51315","27%","426-99-3641","503-981-5035","Spray","Wheeler","Spray","OR","97874","West","aikinsella","UrrY/yg@i"
"954585","Ms.","Antoinette","Z","Mason","F","antoinette.mason@gmail.com","Tad Mason","Isis Mason","Koons","8/3/1987","02:59:05 PM","30.01","43","8/16/2008","Q3","H2","2008","8","August","Aug","16","Saturday","Sat","8.95","182639","11%","105-02-4037","209-547-0953","Fresno","Fresno","Fresno","CA","93715","West","azmason","p_j36]:}y"
"548199","Mrs.","Stevie","S","Shrum","F","stevie.shrum@aol.com","Terence Shrum","Georgeann Shrum","Gagne","11/23/1973","02:03:05 PM","43.71","57","8/21/2011","Q3","H2","2011","8","August","Aug","21","Sunday","Sun","5.94","196345","2%","098-02-9783","319-360-6900","West Des Moines","Polk","West Des Moines","IA","50266","Midwest","ssshrum","ZLzFkl8;]YUd"
"298225","Dr.","Terrell","N","Dana","M","terrell.dana@aol.com","Carter Dana","Elza Dana","Winn","11/12/1959","05:03:34 AM","57.75","53","2/28/2013","Q1","H1","2013","2","February","Feb","28","Thursday","Thu","4.41","194133","10%","691-18-7498","215-364-9014","Uledi","Fayette","Uledi","PA","15484","Northeast","tndana","e?i5>tcSS24I."
"920507","Drs.","Angela","Y","Glover","F","angela.glover@aol.com","Ryan Glover","Shelly Glover","Runion","7/11/1965","01:20:14 AM","52.08","59","8/30/2000","Q3","H2","2000","8","August","Aug","30","Wednesday","Wed","16.92","100996","17%","701-18-7945","701-930-3614","Ardoch","Walsh","Ardoch","ND","58213","Midwest","ayglover","G2<UNXf9"
"830313","Mrs.","Shirley","K","Cathey","F","shirley.cathey@hotmail.com","Rufus Cathey","Gertrudis Cathey","Lang","8/7/1967","04:47:09 PM","50.01","40","9/19/2013","Q3","H2","2013","9","September","Sep","19","Thursday","Thu","3.86","136041","15%","710-18-4154","210-562-3719","Marfa","Presidio","Marfa","TX","79843","South","skcathey","9:4hv??#B["
"398721","Dr.","Neil","D","Jaimes","M","neil.jaimes@yahoo.com","Jaime Jaimes","Lanelle Jaimes","Brodsky","11/3/1981","04:43:11 PM","35.76","55","11/18/2002","Q4","H2","2002","11","November","Nov","18","Monday","Mon","14.7","52094","1%","280-15-1109","702-374-1379","Wells","Elko","Wells","NV","89835","West","ndjaimes","K;AM-WI6.0nd"
"602809","Hon.","Ralph","G","Dampier","M","ralph.dampier@hotmail.co.uk","Laurence Dampier","Cyndy Dampier","Mosqueda","2/19/1975","08:04:22 PM","42.47","54","8/8/1996","Q3","H2","1996","8","August","Aug","8","Thursday","Thu","20.98","140032","0%","039-74-7026","308-702-7975","Harrison","Sioux","Harrison","NE","69346","Midwest","rgdampier","a%e}z/Q:6"
